SV_ID,Property_Name,BHK,Property_Type,City,Primary_USP,OTA_Platform,Current_Title,Current_Len,Suggested_Title,Suggested_Len,Limit,Status,Change_Rationale,Listing_URL
435,Elevar,5,Villa,Karjat,Plunge Pool,MakeMyTrip,StayVista | Elevar 5 BHK Pool Villa,35,5BHK Elevar Villa • Plunge Pool • Karjat,40,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201907161704288821&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
695,Maximus,6,Villa,Lonavala,Pool,Agoda,StayVista at Maximus Villa,26,"6-Bedroom Maximus Villa, Lonavala w/ Pool",41,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/stayvista-s-maximus-villa-city-center-villa-with-private-pool-gazebo-games-projector-room/hotel/lonavala-in.html
695,Maximus,6,Villa,Lonavala,Pool,Airbnb,6BR Maximus Villa Lonavala W/Pool,33,6BHK Maximus • Pool & Gazebo,28,44,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.airbnb.co.in/rooms/656079073576721705
695,Maximus,6,Villa,Lonavala,Pool,Booking.com,"Maximus Villa by VEO, StayVista - 6BHK with Pool Table & Sauna",62,Maximus Villa by StayVista - 6BHK w/ Pool,41,50,ready_to_sync,Fixed length overflow: was 62/50 chars (truncated in search cards),https://www.booking.com/hotel/in/kainya-villa-by-vista-rooms.html
695,Maximus,6,Villa,Lonavala,Pool,MakeMyTrip,StayVista | Maximus Villa,25,6BHK Maximus Villa • Pool • Lonavala,36,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+'); Added prominent BHK prefix for domestic filter matching",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201910111850106871&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
318,Nivaant Farms,17,Villa,India,Pool,Agoda,StayVista at Nivaant Farms,26,"17-Bedroom Nivaant Farms Villa, India w/ Pool",45,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/nivaant-farms-by-vista-rooms/hotel/khopoli-in.html
318,Nivaant Farms,17,Villa,India,Pool,Airbnb,9R+Pool+Lawn+Pickle Court-StayVista@Nivaant Farms.,50,17BHK Nivaant Farms • Pool & Lawn,33,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/1511993314533246186
318,Nivaant Farms,17,Villa,India,Pool,Booking.com,Nivaant Farms And Cottages by StayVista - 17BHK with Pet Friendly & Pickle Ball,79,Nivaant Farms Villa by StayVista - 17BHK w/ Pool,48,50,ready_to_sync,Fixed length overflow: was 79/50 chars (truncated in search cards),https://www.booking.com/hotel/in/nivaant-farms-by-vista-rooms.html
318,Nivaant Farms,17,Villa,India,Pool,MakeMyTrip,StayVista at Nivaant Farms,26,17BHK Nivaant Farms Villa • Pool • India,40,50,ready_to_sync,Added prominent BHK prefix for domestic filter matching,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201907161201449124&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
260,The Verandah,5,Villa,Bhimtal,Mountain View,Agoda,StayVista at The Verandah,25,5-Bedroom The Verandah Villa in Bhimtal,39,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/the-verandah-by-vista-rooms/hotel/harnagar-jangalia-gaon-in.html
260,The Verandah,5,Villa,Bhimtal,Mountain View,Airbnb,5BR|Mountain View|StayVista| The Verandah @Bhimtal,50,5BHK The Verandah • Mountain View & BBQ,39,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/8602984
260,The Verandah,5,Villa,Bhimtal,Mountain View,Booking.com,The Verandah by StayVista - 5BHK Mountain-View Villa with BBQ,61,The Verandah Villa - 5BHK with Mountain View,44,50,ready_to_sync,Fixed length overflow: was 61/50 chars (truncated in search cards),https://www.booking.com/hotel/in/the-verandah-by-vista-rooms.html
260,The Verandah,5,Villa,Bhimtal,Mountain View,MakeMyTrip,StayVista | The Verandah Villa,30,5BHK The Verandah Villa • Mountain View • Bhimtal,49,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+'); Added prominent BHK prefix for domestic filter matching",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201903191403037812&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
510,Casa Do Amor,6,Villa,Goa,Private Pool,Agoda,Casa Do Amor with Pvt Pool by StayVista,39,"6-Bedroom Casa Do Amor Villa, Goa w/ Private Pool",49,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/casa-do-amor-by-vista-rooms/hotel/goa-in.html
510,Casa Do Amor,6,Villa,Goa,Private Pool,Airbnb,6BR Pool&Lawn StayVista Casa Do Amor Sangolda Goa!,50,6BHK Casa Do Amor • Private Pool & Lawn,39,44,ready_to_sync,Fixed length overflow: was 50/44 chars (truncated in search cards); Removed redundant brand name on Airbnb (saves space for top USP),https://www.airbnb.co.in/rooms/670685178529359163
510,Casa Do Amor,6,Villa,Goa,Private Pool,Booking.com,"Casa Do Amor - Sangolda by VEO, StayVista - 6BHK Pet-Friendly Villa with Private Pool",85,Casa Do Amor Villa - 6BHK with Private Pool,43,50,ready_to_sync,Fixed length overflow: was 85/50 chars (truncated in search cards),https://www.booking.com/hotel/in/casa-do-amor-by-vista-rooms.html
510,Casa Do Amor,6,Villa,Goa,Private Pool,MakeMyTrip,StayVista at Casa Do Amor,25,6BHK Casa Do Amor Villa • Private Pool • Goa,44,50,ready_to_sync,Added prominent BHK prefix for domestic filter matching,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201908311328127610&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
981,Casa Serenity,4,Villa,Lonavala,Pool,Agoda,"Casa Serenity by StayVista - Relax with a pool, lawn, and inviting jacuzzi",74,"4-Bedroom Casa Serenity Villa, Lonavala w/ Pool",47,50,ready_to_sync,Fixed length overflow: was 74/50 chars (truncated in search cards),https://www.agoda.com/en-in/casa-serenity-5br-in-lonavala-by-vista-rooms/hotel/lonavala-in.html
981,Casa Serenity,4,Villa,Lonavala,Pool,Airbnb,4BHK Pool & Jacuzzi Villa | Casa Serenity Lonavala,50,4BHK Casa Serenity • Pool & Jacuzzi,35,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.airbnb.co.in/rooms/655405122230151347
981,Casa Serenity,4,Villa,Lonavala,Pool,Booking.com,StayVista's Casa Serenity - 4BHK Pet-Friendly Villa with Jacuzzi,64,Casa Serenity Villa by StayVista - 4BHK w/ Pool,47,50,ready_to_sync,Fixed length overflow: was 64/50 chars (truncated in search cards),https://www.booking.com/hotel/in/sharma-villa-by-vista-rooms.html
981,Casa Serenity,4,Villa,Lonavala,Pool,MakeMyTrip,StayVista | Casa Serenity 4 BHK Villa,37,4BHK Casa Serenity Villa • Pool • Lonavala,42,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201912261134466732&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
833,Serene Nook,1,Villa,Wada,Jacuzzi,Agoda,StayVista's Serene Nook - Pet-Friendly Villa with Jacuzzi & Terrace,67,"1-Bedroom Serene Nook Villa, Wada w/ Jacuzzi",44,50,ready_to_sync,Fixed length overflow: was 67/50 chars (truncated in search cards),https://www.agoda.com/sayoung-villa-by-vista-rooms/hotel/vikramgad-in.html
833,Serene Nook,1,Villa,Wada,Jacuzzi,Airbnb,1BR |Luxury Jacuzzi|StayVista| Serene Nook @Wada,48,1BHK Serene Nook Villa w/ Jacuzzi,33,44,ready_to_sync,"Fixed length overflow: was 48/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/40042182
833,Serene Nook,1,Villa,Wada,Jacuzzi,Booking.com,"Serene Nook - Wada by VEO, StayVista - 1BHK Pet-Friendly Villa with Jacuzzi",75,Serene Nook Villa by StayVista - 1BHK w/ Jacuzzi,48,50,ready_to_sync,Fixed length overflow: was 75/50 chars (truncated in search cards),https://www.booking.com/hotel/in/sayoung-villa-by-vista-rooms.html
833,Serene Nook,1,Villa,Wada,Jacuzzi,MakeMyTrip,StayVista | Serene Nook 1 BHK Villa,35,1BHK Serene Nook Villa • Jacuzzi • Wada,39,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201911301503281337&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
850,Misty Mountains,2,Villa,Kasauli,Pool,Agoda,StayVista at Misty Mountains Cottage,36,"2-Bedroom Misty Mountains Villa, Kasauli w/ Pool",48,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/misty-mountains-cottage-by-vista-rooms/hotel/kasauli-in.html
850,Misty Mountains,2,Villa,Kasauli,Pool,Airbnb,StayVista at Misty Mountains Cottage-2BR Hill View,50,2BHK Misty Mountains • Pool & Mountain View,43,44,ready_to_sync,Fixed length overflow: was 50/44 chars (truncated in search cards); Removed redundant brand name on Airbnb (saves space for top USP),https://www.airbnb.co.in/rooms/1734474981679841350
850,Misty Mountains,2,Villa,Kasauli,Pool,Booking.com,StayVista's Misty Mountains Cottage - 2BHK with Mountain View & Pool Table,74,Misty Mountains Villa by StayVista - 2BHK w/ Pool,49,50,ready_to_sync,Fixed length overflow: was 74/50 chars (truncated in search cards),https://www.booking.com/hotel/in/hillcrest-villa-by-vistarooms.html
850,Misty Mountains,2,Villa,Kasauli,Pool,MakeMyTrip,StayVista | Misty Mountains 2 BHK Cottage,41,2BHK Misty Mountains Villa • Pool • Kasauli,43,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.makemytrip.com/hotels/hotel-details/?hotelId=202001131110548702&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
902,Lake Trails,2,Villa,Nainital,Valley View,Agoda,Lake Trails with Beautiful Valley View by StayVista,51,2-Bedroom Lake Trails Villa in Nainital,39,50,ready_to_sync,Fixed length overflow: was 51/50 chars (truncated in search cards),https://www.agoda.com/singh-and-kapoor-s-villa-by-vista-rooms/hotel/nainital-in.html
902,Lake Trails,2,Villa,Nainital,Valley View,Airbnb,"2BR @ Lake Trails w/Lake View, Cook, Wifi -Bhimtal",50,2BHK Lake Trails • Valley View & Lake View,42,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.airbnb.co.in/rooms/1527271590474527133
902,Lake Trails,2,Villa,Nainital,Valley View,Booking.com,"Lake Trails by VEO, StayVista - 2BHK Lake-View Villa with EV Station & Bonfire",78,Lake Trails Villa - 2BHK with Valley View,41,50,ready_to_sync,Fixed length overflow: was 78/50 chars (truncated in search cards),https://www.booking.com/hotel/in/singh-and-kapoors-villa-by-vista-rooms.html
902,Lake Trails,2,Villa,Nainital,Valley View,MakeMyTrip,StayVista at Lake Trails with Bonfire and Valley View,53,2BHK Lake Trails Villa • Valley View • Nainital,47,50,ready_to_sync,Fixed length overflow: was 53/50 chars (truncated in search cards); Added prominent BHK prefix for domestic filter matching,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201912161130053844&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
976,Woodside Meadows by VEO,3,Villa,Shimla,Jacuzzi,Agoda,Villa Woodside Meadows by VEO - Part of StayVista,49,3-Bedroom Woodside Meadows by VEO Villa in Shimla,49,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/villa-woodside-meadows-by-veo-part-of-stayvista-h13753482/hotel/shimla-in.html
976,Woodside Meadows by VEO,3,Villa,Shimla,Jacuzzi,Airbnb,3BR Woodside Meadows Hilltop Cabin with Jacuzzi,47,3BHK Woodside Meadows by VEO w/ Jacuzzi,39,44,ready_to_sync,Fixed length overflow: was 47/44 chars (truncated in search cards),https://www.airbnb.co.in/rooms/664836870630358248
976,Woodside Meadows by VEO,3,Villa,Shimla,Jacuzzi,Booking.com,"Villa Woodside Meadows by VEO - Hilltop cabin with Jacuzzi, Kasauli",67,Woodside Meadows by VEO Villa - 3BHK with Jacuzzi,49,50,ready_to_sync,Fixed length overflow: was 67/50 chars (truncated in search cards),https://www.booking.com/hotel/in/prem-ashray-by-vista-rooms.html
976,Woodside Meadows by VEO,3,Villa,Shimla,Jacuzzi,MakeMyTrip,Villa Woodside Meadows by VEO - Part of StayVista,49,3BHK Woodside Meadows by VEO • Jacuzzi • Shimla,47,50,ready_to_sync,Added prominent BHK prefix for domestic filter matching,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201912231255001694&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
1017,Davey's Townhouse by VEO,3,Villa,India,Private Pool,Agoda,Davey's Townhouse by VEO - Part of StayVista,44,3-Bedroom Davey's Townhouse by VEO Villa in India,49,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/davey-s-townhouse/hotel/mysore-in.html
1017,Davey's Townhouse by VEO,3,Villa,India,Private Pool,Airbnb,3BR|PetStay+Bfast |StayVista Davey’s House| Mysore,50,3BHK Villa w/ Private Pool,26,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/40763389
1017,Davey's Townhouse by VEO,3,Villa,India,Private Pool,Booking.com,"Davey's Townhouse by VEO, StayVista - 3BHK Pet-Friendly Villa with EV Station",77,Davey's Townhouse by VEO by StayVista - 3BHK Priva,50,50,ready_to_sync,Fixed length overflow: was 77/50 chars (truncated in search cards),https://www.booking.com/hotel/in/davey-39-s-townhouse.html
1017,Davey's Townhouse by VEO,3,Villa,India,Private Pool,MakeMyTrip,Davey's Townhouse by VEO - Part of StayVista,44,3BHK Villa • Private Pool • India,33,50,ready_to_sync,Added prominent BHK prefix for domestic filter matching,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201604291032455936&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
1140,Destine,2,Cottage,Kasauli,Mountain View,Agoda,StayVista at Destine Cottage,28,2-Bedroom Destine Cottage in Kasauli,36,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/destine-cottage-2-br-w-forest-views-in-kasauli/hotel/sankri-in.html
1140,Destine,2,Cottage,Kasauli,Mountain View,Airbnb,2BR|Forest View|StayVista| Destine Cottage@Kasauli,50,2BHK Destine Cottage w/ Mountain View,37,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/1446158152809596745
1140,Destine,2,Cottage,Kasauli,Mountain View,Booking.com,StayVista's Destine Cottage - 2BHK with Mountain View & Terrace,63,Destine Cottage - 2BHK with Mountain View,41,50,ready_to_sync,Fixed length overflow: was 63/50 chars (truncated in search cards),https://www.booking.com/hotel/in/destine-by-vista-rooms.html
1140,Destine,2,Cottage,Kasauli,Mountain View,MakeMyTrip,StayVista at Destine Cottage,28,2BHK Destine Cottage • Mountain View • Kasauli,46,50,ready_to_sync,Added prominent BHK prefix for domestic filter matching,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202607081631029235&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
1194,Solitude in the Woods,4,Villa,India,Pool,Agoda,StayVista at Solitude in the Woods,34,4-Bedroom Solitude in the Woods Villa in India,46,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/solitude-in-the-woods-by-vista-rooms/hotel/new-delhi-and-ncr-in.html
1194,Solitude in the Woods,4,Villa,India,Pool,Airbnb,"4BR | Solitude in Woods W/ Pool, Kids play area",47,4BHK Solitude in the Woods • Pool & Orchard,43,44,ready_to_sync,"Fixed length overflow: was 47/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.airbnb.co.in/rooms/42052074
1194,Solitude in the Woods,4,Villa,India,Pool,Booking.com,Solitude in the Woods by StayVista - Pet Friendly & Orchard,59,Solitude in the Woods Villa - 4BHK with Pool,44,50,ready_to_sync,Fixed length overflow: was 59/50 chars (truncated in search cards),https://www.booking.com/hotel/in/solitude-in-the-woods-by-vista-rooms.html
1194,Solitude in the Woods,4,Villa,India,Pool,MakeMyTrip,StayVista I Solitude in the Woods 2 BHK Villa,45,4BHK Solitude in the Woods Villa • Pool • India,47,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202002131146429624&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
1196,Novera The Lake,3,Villa,Wayanad,Gazebo,Agoda,StayVista at Novera The Lake Villa,34,"3-Bedroom Novera The Lake Villa, Wayanad w/ Gazebo",50,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/novera-by-vista-rooms/hotel/tariyod-in.html
1196,Novera The Lake,3,Villa,Wayanad,Gazebo,Airbnb,3 BHK Luxury Villa w/Scenic View + BKFST @ Wayanad,50,3BHK Novera The Lake Villa w/ Gazebo,36,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.airbnb.co.in/rooms/42234446
1196,Novera The Lake,3,Villa,Wayanad,Gazebo,Booking.com,StayVista's Novera - 3BHK Lake-View Villa with Gazebo,53,Novera The Lake Villa - 3BHK with Gazebo,40,50,ready_to_sync,Fixed length overflow: was 53/50 chars (truncated in search cards),https://www.booking.com/hotel/in/novera-by-vista-rooms.html
1196,Novera The Lake,3,Villa,Wayanad,Gazebo,MakeMyTrip,StayVista | Novera Villa,24,3BHK Novera The Lake Villa • Gazebo • Wayanad,45,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+'); Added prominent BHK prefix for domestic filter matching",https://www.makemytrip.com/hotels/hotel-details/?hotelId=202002151556328976&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
722,Escape,3,Villa,India,Mountain View,Agoda,"La Ipsing Farm by StayVista, A heritage property in orchards with Mountain views, featuring Outdoor",99,"3-Bedroom Escape Villa, India w/ Mountain View",46,50,ready_to_sync,Fixed length overflow: was 99/50 chars (truncated in search cards),https://www.agoda.com/en-in/la-ipsing-farm-by-vista-rooms/hotel/rumtek-in.html
722,Escape,3,Villa,India,Mountain View,Airbnb,3BHK Views+Outdoor Games|StayVista Escape@Samdong,49,3BHK Escape • Mountain View & Orchard,37,44,ready_to_sync,"Fixed length overflow: was 49/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/673565147964147782
722,Escape,3,Villa,India,Mountain View,Booking.com,"La Ipsing Farm by StayVista - 3 BHK Villa with Balcony, Mountain View, Indoor Games, and Pet Friendly",101,Escape Villa by StayVista - 3BHK w/ Mountain View,49,50,ready_to_sync,Fixed length overflow: was 101/50 chars (truncated in search cards),https://www.booking.com/hotel/in/la-lpsing-farm-by-vista-rooms.html
722,Escape,3,Villa,India,Mountain View,MakeMyTrip,StayVista | La Ipsing Farm 3 BHK Villa,38,3BHK Escape Villa • Mountain View • India,41,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201910231733437120&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
687,PleasantVille,4,Villa,India,Lawn,Agoda,StayVista at PleasantVille with Huge Lawn Area,46,"4-Bedroom PleasantVille Villa, India w/ Lawn",44,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/pleasantville-by-vista-rooms/hotel/nahan-in.html
687,PleasantVille,4,Villa,India,Lawn,Airbnb,4BR |Mountain Escape|StayVista| PleasantVille @HP,49,4BHK PleasantVille Villa w/ Lawn,32,44,ready_to_sync,"Fixed length overflow: was 49/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/39454414
687,PleasantVille,4,Villa,India,Lawn,Booking.com,"PleasantVille - Nahan by VEO, StayVista - 4BHK Mountain-View Villa with Pet Friendly",84,PleasantVille Villa by StayVista - 4BHK w/ Lawn,47,50,ready_to_sync,Fixed length overflow: was 84/50 chars (truncated in search cards),https://www.booking.com/hotel/in/pleasant-villa-by-vista-rooms.html
687,PleasantVille,4,Villa,India,Lawn,MakeMyTrip,StayVista | PleasantVille 4 BHK Villa,37,4BHK PleasantVille Villa • Lawn • India,39,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201910181802126496&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
